"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Oct 26 18:58:46 GMT 2025","Sun Oct 26 18:58:47 GMT 2025","1451","","api.iteration2.TransferMoneyTest","","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful",""
"passed","Sun Oct 26 18:58:49 GMT 2025","Sun Oct 26 18:58:49 GMT 2025","533","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only",""
"passed","Sun Oct 26 18:58:54 GMT 2025","Sun Oct 26 18:58:54 GMT 2025","255","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest","adminCanCreateUserWithCorrectDataTest()",""
"passed","Sun Oct 26 18:58:49 GMT 2025","Sun Oct 26 18:58:50 GMT 2025","544","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only",""
"passed","Sun Oct 26 18:58:51 GMT 2025","Sun Oct 26 18:58:51 GMT 2025","518","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only",""
"passed","Sun Oct 26 18:58:54 GMT 2025","Sun Oct 26 18:58:54 GMT 2025","102","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Sun Oct 26 18:58:54 GMT 2025","Sun Oct 26 18:58:55 GMT 2025","123","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Sun Oct 26 18:58:48 GMT 2025","Sun Oct 26 18:58:49 GMT 2025","579","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only",""
"passed","Sun Oct 26 18:58:53 GMT 2025","Sun Oct 26 18:58:54 GMT 2025","439","","api.iteration1.CreateAccountTest","","api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Sun Oct 26 18:58:54 GMT 2025","Sun Oct 26 18:58:54 GMT 2025","432","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]",""
